workshop_id;workshop_datum;workshop_thema;jugend_id;teilgenommen;workshop_durchgefuehrt;zaehlt_als_erreichte_jugendliche;feedback_formular_abgegeben;programm_gesamt_workshops_durchgefuehrt_2026;ziel_output_24_workshops_durchgefuehrt_unterstuetzt;programm_gesamt_teilnehmende_jugendliche_erreicht_2026;ziel_output_140_teilnehmende_jugendliche_unterstuetzt
W21;2026-08-01;Kommunikation und Auftreten;J093;true;true;true;true;24;true;150;true
W21;2026-08-01;Kommunikation und Auftreten;J094;true;true;true;true;24;true;150;true
W21;2026-08-01;Kommunikation und Auftreten;J096;true;true;true;true;24;true;150;true
W21;2026-08-01;Kommunikation und Auftreten;J102;true;true;true;true;24;true;150;true
W21;2026-08-01;Kommunikation und Auftreten;J117;true;true;true;true;24;true;150;true
W21;2026-08-01;Kommunikation und Auftreten;J140;true;true;true;true;24;true;150;true
W21;2026-08-01;Kommunikation und Auftreten;J141;true;true;true;true;24;true;150;true
W22;2026-08-08;Vorstellungsgespräch üben;J022;true;true;true;true;24;true;150;true
W22;2026-08-08;Vorstellungsgespräch üben;J046;true;true;true;true;24;true;150;true
W22;2026-08-08;Vorstellungsgespräch üben;J061;true;true;true;true;24;true;150;true
W22;2026-08-08;Vorstellungsgespräch üben;J069;true;true;true;true;24;true;150;true
W22;2026-08-08;Vorstellungsgespräch üben;J070;true;true;true;true;24;true;150;true
W22;2026-08-08;Vorstellungsgespräch üben;J092;true;true;true;true;24;true;150;true
W22;2026-08-08;Vorstellungsgespräch üben;J094;true;true;true;true;24;true;150;true
W22;2026-08-08;Vorstellungsgespräch üben;J098;true;true;true;true;24;true;150;true
W22;2026-08-08;Vorstellungsgespräch üben;J106;true;true;true;true;24;true;150;true
W22;2026-08-08;Vorstellungsgespräch üben;J110;true;true;true;true;24;true;150;true
W22;2026-08-08;Vorstellungsgespräch üben;J118;true;true;true;true;24;true;150;true
W22;2026-08-08;Vorstellungsgespräch üben;J142;true;true;true;true;24;true;150;true
W22;2026-08-08;Vorstellungsgespräch üben;J143;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J022;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J023;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J032;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J037;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J044;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J047;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J060;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J067;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J069;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J071;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J090;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J095;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J119;true;true;true;true;24;true;150;true
W23;2026-08-15;Stärken erkennen;J143;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J024;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J028;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J037;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J042;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J048;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J051;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J067;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J072;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J077;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J096;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J120;true;true;true;false;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J125;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J132;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J133;true;true;true;true;24;true;150;true
W24;2026-08-22;Bewerbungsunterlagen vertiefen;J144;true;true;true;true;24;true;150;true
